month,iso3,Flight,Airport,Travel,Train,Bus,Passport,Travel visa,Right of asylum
2024-04-01,CMR,28,17,37,11,13,29,72,0
2024-05-01,CMR,29,18,42,11,12,30,80,0
2024-06-01,CMR,29,19,37,10,14,29,78,1
2024-07-01,CMR,35,21,42,11,14,30,81,0
2024-08-01,CMR,35,24,43,12,14,29,82,0
2024-09-01,CMR,30,19,38,10,14,28,73,0
2024-10-01,CMR,28,18,37,11,12,28,68,0
2024-11-01,CMR,24,16,29,10,11,20,56,0
2024-12-01,CMR,28,18,32,10,12,20,51,0
2025-01-01,CMR,26,17,37,11,13,25,59,0
2025-02-01,CMR,25,15,35,11,12,23,60,0
2025-03-01,CMR,25,17,34,10,11,26,74,0
2025-04-01,CMR,25,17,33,10,12,21,57,0
2025-05-01,CMR,26,16,30,10,12,25,60,1
2025-06-01,CMR,30,18,36,10,14,22,69,1
2025-07-01,CMR,28,19,38,12,14,26,75,1
2025-08-01,CMR,31,19,36,12,14,27,68,1
2025-09-01,CMR,27,17,33,11,13,24,67,0
2025-10-01,CMR,24,14,29,11,13,24,55,1
2025-11-01,CMR,31,17,38,14,14,25,54,1
2025-12-01,CMR,30,18,35,12,15,20,50,0
2026-01-01,CMR,28,16,35,13,14,26,52,0
2026-02-01,CMR,26,17,38,14,14,26,52,1
2026-03-01,CMR,31,20,34,12,12,23,52,1
2026-04-01,CMR,29,19,35,13,14,23,50,0
2017-12-01,COD,43,38,34,15,21,13,63,0
2018-01-01,COD,50,34,39,15,18,15,68,0
2018-02-01,COD,56,36,46,16,26,13,67,3
2018-03-01,COD,48,36,47,15,22,17,68,0
2018-04-01,COD,46,38,38,12,20,13,70,0
2018-05-01,COD,42,45,40,16,22,12,79,0
2018-06-01,COD,49,39,41,13,22,25,71,0
2018-07-01,COD,56,39,40,16,26,17,83,2
2018-08-01,COD,48,42,37,15,20,14,68,0
2018-09-01,COD,50,37,38,14,24,13,68,0
2018-10-01,COD,48,37,42,15,23,16,68,2
2018-11-01,COD,48,42,38,21,21,10,62,0
2018-12-01,COD,52,37,40,14,27,10,49,0
2019-01-01,COD,63,45,46,21,29,35,79,0
2019-02-01,COD,48,37,45,14,29,21,61,0
2019-03-01,COD,59,41,40,17,27,19,65,0
2019-04-01,COD,59,41,51,15,25,15,66,3
2019-05-01,COD,59,49,45,18,30,18,87,0
2019-06-01,COD,64,39,51,16,29,14,89,0
2019-07-01,COD,67,50,49,17,32,15,92,0
2019-08-01,COD,72,46,53,20,28,19,92,2
2019-09-01,COD,75,44,55,24,32,18,91,0
2019-10-01,COD,70,49,61,21,29,27,91,0
2019-11-01,COD,65,43,50,19,33,16,76,0
2019-12-01,COD,67,48,44,18,29,13,64,0
2020-01-01,COD,72,40,52,17,32,19,75,0
2020-02-01,COD,58,45,51,16,24,18,79,0
2020-03-01,COD,78,48,51,18,29,14,64,0
2020-04-01,COD,43,31,36,14,21,9,36,0
2020-05-01,COD,65,37,40,16,29,15,43,0
2020-06-01,COD,65,32,35,16,25,24,43,0
2020-07-01,COD,63,36,43,12,25,19,53,0
2020-08-01,COD,61,37,45,17,27,19,56,0
2020-09-01,COD,51,31,45,10,25,26,55,0
2020-10-01,COD,51,32,44,12,26,34,49,0
2020-11-01,COD,46,34,43,15,23,51,46,2
2020-12-01,COD,54,32,50,14,23,24,47,0
2021-01-01,COD,47,30,47,18,22,21,51,0
2021-02-01,COD,47,34,49,15,29,19,48,0
2021-03-01,COD,47,30,45,15,30,12,44,0
2021-04-01,COD,47,32,46,12,23,13,42,0
2021-05-01,COD,48,34,47,11,23,13,54,2
2021-06-01,COD,55,38,58,16,32,15,62,2
2021-07-01,COD,49,41,64,19,30,19,65,0
2021-08-01,COD,56,40,57,15,30,18,59,0
2021-09-01,COD,49,32,53,14,26,16,56,0
2021-10-01,COD,50,32,52,15,28,19,61,2
2021-11-01,COD,52,36,54,15,25,19,61,0
2021-12-01,COD,54,36,50,14,23,15,53,0
2022-01-01,COD,54,37,55,18,33,18,71,0
2022-02-01,COD,56,38,52,21,28,32,79,2
2022-03-01,COD,61,36,55,21,26,23,77,0
2022-04-01,COD,60,38,54,20,24,28,79,0
2022-05-01,COD,64,37,56,24,24,21,83,0
2022-06-01,COD,74,41,61,23,30,26,89,0
2022-07-01,COD,72,42,56,23,32,26,96,0
2022-08-01,COD,70,39,48,19,27,22,91,0
2022-09-01,COD,63,38,50,19,27,27,89,0
2022-10-01,COD,51,33,42,19,27,25,88,1
2022-11-01,COD,47,36,45,18,27,23,81,0
2022-12-01,COD,60,34,47,17,27,20,75,0
2023-01-01,COD,57,36,45,18,25,23,81,0
2023-02-01,COD,53,36,48,17,26,24,79,0
2023-03-01,COD,57,38,48,16,28,20,82,0
2023-04-01,COD,54,30,42,19,26,19,82,0
2023-05-01,COD,57,35,54,19,27,23,87,0
2023-06-01,COD,64,42,55,21,31,24,92,0
2023-07-01,COD,68,40,52,18,28,25,100,0
2023-08-01,COD,74,37,44,19,26,23,96,0
2023-09-01,COD,63,36,42,21,27,22,91,0
2023-10-01,COD,51,36,42,18,26,27,94,0
2023-11-01,COD,59,37,58,18,19,21,91,0
2023-12-01,COD,54,36,49,17,22,22,71,0
2024-01-01,COD,46,31,39,17,21,20,77,0
2024-02-01,COD,46,31,37,17,20,21,78,0
2024-03-01,COD,43,32,39,19,22,18,73,0
2024-04-01,COD,47,33,41,18,21,18,77,0
2024-05-01,COD,48,32,50,19,22,20,90,0
2024-06-01,COD,52,31,41,18,22,21,87,2
2024-07-01,COD,57,34,42,20,23,20,94,0
2024-08-01,COD,49,33,35,16,22,18,84,0
2024-09-01,COD,48,31,37,17,22,19,83,0
2024-10-01,COD,45,33,38,19,20,19,78,1
2024-11-01,COD,43,29,33,18,21,17,68,0
2024-12-01,COD,45,25,34,16,21,16,63,0
2025-01-01,COD,44,37,30,14,19,16,64,0
2025-02-01,COD,38,31,25,13,19,15,55,0
2025-03-01,COD,30,25,30,16,20,15,71,0
2025-04-01,COD,33,27,31,16,18,19,62,0
2025-05-01,COD,39,27,33,18,20,20,67,1
2025-06-01,COD,51,36,35,19,24,48,78,2
2025-07-01,COD,48,33,34,19,22,43,71,2
2025-08-01,COD,42,25,30,19,22,34,59,2
2025-09-01,COD,39,29,28,24,21,42,59,2
2025-10-01,COD,40,28,31,21,21,50,65,1
2025-11-01,COD,55,38,43,23,25,41,74,2
2025-12-01,COD,47,22,33,19,23,33,62,1
2026-01-01,COD,41,22,32,19,22,33,62,1
2026-02-01,COD,38,31,35,18,21,34,61,2
2026-03-01,COD,46,32,33,19,23,34,62,1
2026-04-01,COD,41,30,34,21,24,34,59,3
2017-12-01,COL,43,21,38,7,17,10,9,0
2018-01-01,COL,51,22,50,6,17,17,14,0
2018-02-01,COL,38,19,34,6,14,12,11,0
2018-03-01,COL,38,18,38,7,15,12,10,0
2018-04-01,COL,38,19,36,7,13,13,12,0
2018-05-01,COL,39,21,37,7,12,11,12,0
2018-06-01,COL,43,20,38,6,13,11,13,0
2018-07-01,COL,44,22,40,6,23,13,12,0
2018-08-01,COL,44,19,37,7,38,11,11,0
2018-09-01,COL,40,19,35,6,29,10,11,0
2018-10-01,COL,45,20,38,6,28,11,11,0
2018-11-01,COL,52,21,38,6,37,10,10,0
2018-12-01,COL,58,26,40,9,53,11,11,0
2019-01-01,COL,65,24,54,6,51,17,15,1
2019-02-01,COL,44,20,38,6,42,11,11,1
2019-03-01,COL,49,21,37,7,42,11,12,0
2019-04-01,COL,45,22,38,7,43,12,13,1
2019-05-01,COL,45,21,35,7,39,11,13,1
2019-06-01,COL,58,23,40,6,47,13,15,1
2019-07-01,COL,60,25,42,7,48,14,14,1
2019-08-01,COL,53,24,35,7,46,12,13,1
2019-09-01,COL,48,22,33,7,42,10,11,1
2019-10-01,COL,51,22,36,7,43,12,12,1
2019-11-01,COL,69,24,35,7,47,12,12,1
2019-12-01,COL,100,24,37,7,54,12,11,0
2020-01-01,COL,68,25,46,7,56,19,16,1
2020-02-01,COL,49,22,32,7,41,12,11,1
2020-03-01,COL,39,23,25,5,31,5,6,0
2020-04-01,COL,14,8,17,5,14,3,3,0
2020-05-01,COL,16,8,23,6,16,7,3,0
2020-06-01,COL,17,8,28,6,17,9,4,0
2020-07-01,COL,16,7,24,5,17,12,4,0
2020-08-01,COL,24,10,28,6,16,10,5,0
2020-09-01,COL,35,11,28,5,21,10,6,0
2020-10-01,COL,32,13,27,5,25,10,7,0
2020-11-01,COL,32,13,26,4,25,10,7,0
2020-12-01,COL,37,16,30,4,31,13,6,0
2021-01-01,COL,40,18,37,4,28,19,10,1
2021-02-01,COL,34,13,27,4,24,13,8,0
2021-03-01,COL,36,14,31,5,27,11,8,0
2021-04-01,COL,32,14,28,6,24,13,9,0
2021-05-01,COL,40,18,32,6,24,18,12,1
2021-06-01,COL,49,17,41,5,28,22,13,1
2021-07-01,COL,50,18,39,5,31,24,14,1
2021-08-01,COL,50,18,38,6,33,21,11,1
2021-09-01,COL,46,17,37,6,30,23,11,1
2021-10-01,COL,46,17,37,5,32,25,11,1
2021-11-01,COL,60,19,39,6,36,27,12,1
2021-12-01,COL,60,23,38,6,45,25,11,1
2022-01-01,COL,72,23,48,5,47,39,19,1
2022-02-01,COL,56,21,37,6,42,37,16,1
2022-03-01,COL,59,22,38,8,40,30,14,1
2022-04-01,COL,62,22,38,7,45,30,17,1
2022-05-01,COL,58,21,36,7,38,30,18,1
2022-06-01,COL,65,22,39,7,41,35,17,1
2022-07-01,COL,64,21,38,7,46,36,17,1
2022-08-01,COL,61,21,36,7,42,33,17,1
2022-09-01,COL,57,20,36,6,42,31,18,1
2022-10-01,COL,60,20,35,6,43,28,24,1
2022-11-01,COL,62,20,31,7,43,22,17,1
2022-12-01,COL,65,21,33,7,51,19,14,1
2023-01-01,COL,79,23,40,6,50,30,21,1
2023-02-01,COL,61,19,29,7,39,22,17,1
2023-03-01,COL,58,19,35,7,33,21,16,1
2023-04-01,COL,58,20,33,7,31,23,16,1
2023-05-01,COL,61,19,35,8,29,21,16,1
2023-06-01,COL,63,20,37,7,34,20,16,1
2023-07-01,COL,68,21,36,7,37,22,16,1
2023-08-01,COL,62,20,33,7,33,22,15,1
2023-09-01,COL,55,20,32,7,30,35,15,1
2023-10-01,COL,58,20,33,7,33,27,15,1
2023-11-01,COL,71,22,33,8,33,20,13,1
2023-12-01,COL,73,23,33,10,43,20,14,0
2024-01-01,COL,90,23,39,7,43,38,19,0
2024-02-01,COL,60,20,31,6,31,25,16,0
2024-03-01,COL,61,21,31,8,35,22,14,0
2024-04-01,COL,63,21,28,7,30,23,15,0
2024-05-01,COL,63,22,29,7,31,20,13,0
2024-06-01,COL,69,22,37,7,36,21,15,0
2024-07-01,COL,64,21,29,7,34,21,15,0
2024-08-01,COL,69,23,32,7,34,22,14,0
2024-09-01,COL,64,23,29,7,30,22,13,0
2024-10-01,COL,66,22,31,7,33,27,13,0
2024-11-01,COL,74,24,31,8,34,18,14,0
2024-12-01,COL,78,26,34,9,46,16,15,0
2025-01-01,COL,84,26,36,7,43,27,23,0
2025-02-01,COL,57,20,28,7,30,17,15,0
2025-03-01,COL,60,21,28,7,30,15,14,0
2025-04-01,COL,61,22,32,8,36,15,15,0
2025-05-01,COL,61,23,33,8,31,15,15,0
2025-06-01,COL,71,25,37,8,37,16,16,0
2025-07-01,COL,67,24,33,7,35,33,17,0
2025-08-01,COL,67,23,31,7,37,19,14,0
2025-09-01,COL,65,22,31,9,34,15,18,0
2025-10-01,COL,67,24,33,9,35,14,15,0
2025-11-01,COL,88,30,39,10,41,14,16,0
2025-12-01,COL,89,28,43,11,53,14,15,0
2026-01-01,COL,92,30,43,11,49,22,19,0
2026-02-01,COL,72,25,37,9,37,17,14,0
2026-03-01,COL,80,26,37,8,38,16,13,0
2026-04-01,COL,76,27,41,9,38,20,17,0
2017-12-01,COM,0,0,0,0,0,0,0,0
2018-01-01,COM,0,0,0,0,0,0,22,0
2018-02-01,COM,0,26,0,0,0,0,35,0
2018-03-01,COM,32,25,19,0,0,0,22,0
2018-04-01,COM,36,0,0,0,0,0,0,0
2018-05-01,COM,0,25,0,0,0,0,32,0
2018-06-01,COM,0,28,20,0,0,0,21,0
2018-07-01,COM,22,21,0,0,0,0,20,0
2018-08-01,COM,20,0,0,0,0,0,29,0
2018-09-01,COM,17,20,18,0,0,0,46,0
2018-10-01,COM,0,21,0,0,0,0,40,0
2018-11-01,COM,24,32,0,0,0,0,64,0
2018-12-01,COM,0,25,0,0,0,28,0,0
2019-01-01,COM,0,21,22,0,0,0,24,0
2019-02-01,COM,0,0,0,0,0,0,0,0
2019-03-01,COM,36,0,0,0,0,0,0,0
2019-04-01,COM,0,0,0,0,0,0,0,0
2019-05-01,COM,50,0,0,52,0,0,0,0
2019-06-01,COM,0,55,0,0,0,0,0,0
2019-07-01,COM,50,0,0,0,0,0,0,0
2019-08-01,COM,47,44,46,0,0,0,100,0
2019-09-01,COM,0,0,0,0,0,0,0,0
2019-10-01,COM,31,0,0,0,0,0,38,0
2019-11-01,COM,30,0,0,0,0,0,35,0
2019-12-01,COM,18,0,21,0,0,0,0,0
2020-01-01,COM,22,15,17,0,0,0,20,0
2020-02-01,COM,23,21,24,0,0,0,37,0
2020-03-01,COM,0,0,22,0,17,0,0,0
2020-04-01,COM,0,0,0,0,0,0,0,0
2020-05-01,COM,17,0,0,0,0,0,0,0
2020-06-01,COM,19,20,0,0,0,0,0,0
2020-07-01,COM,38,0,0,0,0,0,0,0
2020-08-01,COM,0,0,26,0,0,0,35,0
2020-09-01,COM,29,0,30,0,0,0,43,0
2020-10-01,COM,0,0,34,0,0,0,22,0
2020-11-01,COM,24,25,0,0,0,0,36,0
2020-12-01,COM,0,0,0,0,0,0,0,0
2021-01-01,COM,0,0,0,0,0,0,0,0
2021-02-01,COM,21,0,0,0,0,0,29,0
2021-03-01,COM,0,16,20,0,0,0,0,0
2021-04-01,COM,0,0,0,0,0,0,0,0
2021-05-01,COM,0,0,17,0,0,0,21,0
2021-06-01,COM,16,0,15,0,0,0,16,0
2021-07-01,COM,21,16,18,0,0,0,24,0
2021-08-01,COM,25,0,25,0,0,0,50,0
2021-09-01,COM,25,0,23,0,0,0,67,0
2021-10-01,COM,28,16,24,0,0,0,49,0
2021-11-01,COM,31,24,23,0,0,0,35,0
2021-12-01,COM,18,13,22,0,0,0,25,0
2022-01-01,COM,20,0,0,0,0,0,0,0
2022-02-01,COM,0,0,26,0,20,16,19,0
2022-03-01,COM,28,16,28,0,0,0,23,0
2022-04-01,COM,0,0,13,0,0,0,17,0
2022-05-01,COM,22,23,28,0,0,0,27,0
2022-06-01,COM,0,15,20,0,0,0,27,0
2022-07-01,COM,24,15,21,0,0,0,39,0
2022-08-01,COM,32,24,25,0,12,0,44,0
2022-09-01,COM,28,24,29,0,0,0,37,0
2022-10-01,COM,28,20,20,0,0,14,35,0
2022-11-01,COM,30,18,12,0,0,0,21,0
2022-12-01,COM,26,16,32,0,0,0,26,0
2023-01-01,COM,17,12,0,0,0,20,28,0
2023-02-01,COM,19,24,24,0,0,0,39,0
2023-03-01,COM,0,19,18,0,0,0,40,0
2023-04-01,COM,21,24,31,0,0,0,54,0
2023-05-01,COM,32,13,18,0,0,0,55,0
2023-06-01,COM,23,16,27,0,0,17,75,0
2023-07-01,COM,37,19,22,0,0,16,67,0
2023-08-01,COM,35,21,31,0,0,9,93,0
2023-09-01,COM,29,24,19,11,11,0,98,0
2023-10-01,COM,24,14,21,10,8,0,71,0
2023-11-01,COM,26,16,14,0,9,0,60,0
2023-12-01,COM,22,18,19,0,8,0,29,0
2024-01-01,COM,23,13,12,0,0,0,31,0
2024-02-01,COM,15,12,19,0,0,0,34,0
2024-03-01,COM,22,10,13,13,0,0,28,0
2024-04-01,COM,22,0,16,0,0,0,29,0
2024-05-01,COM,31,0,12,0,15,0,39,0
2024-06-01,COM,25,16,16,0,0,0,58,0
2024-07-01,COM,27,18,19,0,0,0,52,0
2024-08-01,COM,28,19,15,9,0,0,63,0
2024-09-01,COM,21,21,20,0,0,10,64,0
2024-10-01,COM,26,13,17,0,0,0,50,0
2024-11-01,COM,20,14,17,0,0,9,41,0
2024-12-01,COM,22,17,12,11,0,11,28,0
2025-01-01,COM,19,18,10,0,0,0,23,0
2025-02-01,COM,16,15,17,0,0,0,29,0
2025-03-01,COM,0,13,20,0,0,0,17,0
2025-04-01,COM,17,15,11,0,0,0,26,0
2025-05-01,COM,26,17,14,10,0,11,39,0
2025-06-01,COM,30,23,12,0,0,0,52,0
2025-07-01,COM,15,14,17,0,0,0,49,0
2025-08-01,COM,26,12,22,16,0,0,50,0
2025-09-01,COM,24,15,19,0,0,0,66,0
2025-10-01,COM,26,12,15,0,0,0,52,0
2025-11-01,COM,30,19,19,0,0,0,54,0
2025-12-01,COM,22,21,30,0,9,12,34,0
2026-01-01,COM,22,15,14,0,8,0,26,0
2026-02-01,COM,16,0,19,0,0,0,38,0
2026-03-01,COM,17,16,14,0,0,10,29,0
2026-04-01,COM,21,16,14,9,0,0,24,0
2017-12-01,CYP,31,55,14,8,30,7,10,0
2018-01-01,CYP,38,52,18,9,27,8,11,1
2018-02-01,CYP,37,54,18,8,30,8,10,0
2018-03-01,CYP,40,66,18,8,31,8,12,0
2018-04-01,CYP,44,66,21,8,38,8,12,0
2018-05-01,CYP,39,77,22,8,37,7,11,0
2018-06-01,CYP,45,88,24,9,41,8,12,0
2018-07-01,CYP,54,99,30,10,46,9,13,0
2018-08-01,CYP,52,93,28,10,48,8,11,0
2018-09-01,CYP,49,90,22,10,43,9,10,0
2018-10-01,CYP,50,77,20,10,40,8,12,0
2018-11-01,CYP,39,55,19,11,37,7,15,0
2018-12-01,CYP,38,55,16,12,39,9,13,0
2019-01-01,CYP,53,62,21,10,37,9,14,1
2019-02-01,CYP,43,60,22,10,37,8,12,0
2019-03-01,CYP,45,52,21,10,39,8,13,1
2019-04-01,CYP,48,65,22,9,41,8,12,1
2019-05-01,CYP,49,67,24,10,41,8,12,1
2019-06-01,CYP,60,92,29,11,51,9,13,1
2019-07-01,CYP,60,92,31,11,53,9,14,1
2019-08-01,CYP,63,100,29,13,54,9,13,1
2019-09-01,CYP,68,90,22,11,53,9,13,1
2019-10-01,CYP,57,77,21,11,48,9,15,1
2019-11-01,CYP,48,55,20,11,43,10,17,1
2019-12-01,CYP,43,57,18,10,43,8,13,1
2020-01-01,CYP,48,58,20,11,37,9,15,1
2020-02-01,CYP,45,62,21,9,44,9,12,1
2020-03-01,CYP,47,50,18,5,26,5,7,1
2020-04-01,CYP,21,16,10,4,8,3,4,1
2020-05-01,CYP,26,23,13,4,17,4,5,1
2020-06-01,CYP,38,37,18,5,32,7,7,1
2020-07-01,CYP,43,43,24,5,40,7,7,1
2020-08-01,CYP,40,43,22,5,34,8,7,0
2020-09-01,CYP,37,40,20,5,33,7,7,1
2020-10-01,CYP,33,38,19,4,31,9,7,1
2020-11-01,CYP,24,27,13,3,22,6,6,1
2020-12-01,CYP,24,24,15,4,22,6,6,1
2021-01-01,CYP,22,19,13,4,16,6,6,1
2021-02-01,CYP,21,18,13,4,19,6,7,1
2021-03-01,CYP,23,17,15,4,21,7,7,1
2021-04-01,CYP,24,23,17,4,22,7,6,1
2021-05-01,CYP,36,31,25,5,26,8,8,1
2021-06-01,CYP,45,44,36,6,38,9,8,1
2021-07-01,CYP,51,66,40,7,42,11,10,1
2021-08-01,CYP,58,69,37,8,44,11,11,1
2021-09-01,CYP,53,59,32,8,44,9,10,1
2021-10-01,CYP,52,59,32,8,46,9,9,1
2021-11-01,CYP,40,43,26,7,38,9,13,1
2021-12-01,CYP,36,47,24,6,34,8,10,1
2022-01-01,CYP,37,41,23,7,33,9,11,1
2022-02-01,CYP,41,41,25,8,36,9,13,1
2022-03-01,CYP,46,47,23,10,40,9,14,1
2022-04-01,CYP,60,60,26,11,39,10,15,1
2022-05-01,CYP,57,70,26,12,46,10,15,0
2022-06-01,CYP,70,89,27,13,57,11,17,1
2022-07-01,CYP,69,96,27,14,56,13,17,1
2022-08-01,CYP,65,84,26,14,54,12,18,1
2022-09-01,CYP,63,76,22,12,57,11,17,1
2022-10-01,CYP,49,64,19,12,51,10,17,1
2022-11-01,CYP,39,49,17,10,47,11,18,1
2022-12-01,CYP,36,50,16,11,37,10,16,1
2023-01-01,CYP,40,44,18,11,39,12,18,1
2023-02-01,CYP,45,45,17,9,41,11,18,1
2023-03-01,CYP,51,55,24,27,45,12,18,2
2023-04-01,CYP,57,67,29,11,54,11,18,1
2023-05-01,CYP,52,66,30,11,53,12,20,1
2023-06-01,CYP,60,79,29,12,66,12,20,1
2023-07-01,CYP,66,97,30,13,63,13,20,1
2023-08-01,CYP,64,93,30,13,57,11,20,1
2023-09-01,CYP,56,83,23,11,63,11,18,1
2023-10-01,CYP,53,79,21,10,60,11,17,1
2023-11-01,CYP,40,61,20,11,49,11,19,1
2023-12-01,CYP,37,62,18,11,47,11,18,0
2024-01-01,CYP,41,53,19,12,37,12,19,0
2024-02-01,CYP,41,47,21,11,38,12,19,0
2024-03-01,CYP,43,54,21,11,39,11,18,0
2024-04-01,CYP,47,69,24,12,41,12,19,0
2024-05-01,CYP,44,67,23,11,40,11,19,0
2024-06-01,CYP,50,83,25,12,51,11,18,0
2024-07-01,CYP,67,100,25,13,43,12,20,0
2024-08-01,CYP,67,99,25,13,46,12,17,0
2024-09-01,CYP,56,82,21,12,46,12,18,0
2024-10-01,CYP,49,74,22,12,54,12,19,0
2024-11-01,CYP,39,55,17,11,43,11,19,0
2024-12-01,CYP,43,60,16,12,39,11,17,0
2025-01-01,CYP,41,53,20,12,36,13,21,0
2025-02-01,CYP,44,48,18,10,37,11,18,0
2025-03-01,CYP,38,55,19,11,38,11,18,0
2025-04-01,CYP,43,64,22,10,44,11,19,0
2025-05-01,CYP,43,59,22,11,46,11,17,0
2025-06-01,CYP,60,88,26,13,51,13,18,0
2025-07-01,CYP,57,88,24,12,50,13,20,0
2025-08-01,CYP,63,83,24,13,48,13,18,0
2025-09-01,CYP,55,79,20,13,53,11,18,0
2025-10-01,CYP,50,73,20,12,52,12,17,0
2025-11-01,CYP,57,58,26,16,51,13,24,0
2025-12-01,CYP,54,64,28,16,43,13,23,0
2026-01-01,CYP,58,68,29,16,45,16,25,0
2026-02-01,CYP,53,53,35,15,44,15,23,0
2026-03-01,CYP,83,96,29,12,37,14,20,0
2026-04-01,CYP,54,71,28,14,41,13,21,0
2017-12-01,DJI,21,25,26,6,7,13,40,0
2018-01-01,DJI,32,20,23,17,9,8,41,0
2018-02-01,DJI,26,21,19,10,11,11,43,0
2018-03-01,DJI,24,17,21,8,7,5,43,0
2018-04-01,DJI,26,31,24,16,9,8,47,0
2018-05-01,DJI,30,28,24,7,14,11,52,0
2018-06-01,DJI,31,31,29,15,11,0,43,0
2018-07-01,DJI,32,31,27,11,12,0,65,0
2018-08-01,DJI,33,32,24,11,13,0,69,0
2018-09-01,DJI,34,28,29,0,11,7,59,0
2018-10-01,DJI,34,31,24,10,12,6,51,0
2018-11-01,DJI,31,22,26,8,17,6,42,0
2018-12-01,DJI,32,30,28,11,10,0,43,0
2019-01-01,DJI,38,26,36,8,14,8,44,0
2019-02-01,DJI,35,27,27,10,14,8,45,0
2019-03-01,DJI,44,26,27,12,0,8,41,0
2019-04-01,DJI,39,30,27,13,8,13,38,0
2019-05-01,DJI,33,25,30,10,8,8,52,0
2019-06-01,DJI,39,25,26,12,10,11,53,0
2019-07-01,DJI,42,35,26,11,16,0,55,0
2019-08-01,DJI,49,35,26,0,10,12,51,0
2019-09-01,DJI,51,28,20,12,14,8,54,0
2019-10-01,DJI,42,26,20,11,9,13,65,0
2019-11-01,DJI,49,35,27,0,10,9,48,0
2019-12-01,DJI,38,23,28,7,13,0,48,0
2020-01-01,DJI,50,22,25,10,11,0,37,0
2020-02-01,DJI,42,23,20,12,12,7,38,0
2020-03-01,DJI,42,26,24,8,7,0,21,0
2020-04-01,DJI,17,15,12,0,8,0,0,0
2020-05-01,DJI,35,31,16,0,11,0,11,0
2020-06-01,DJI,29,33,17,7,10,0,28,0
2020-07-01,DJI,40,34,20,0,10,7,34,0
2020-08-01,DJI,33,28,20,0,11,6,27,0
2020-09-01,DJI,24,20,23,9,10,0,32,0
2020-10-01,DJI,31,20,18,7,13,0,31,0
2020-11-01,DJI,19,11,20,6,12,0,23,0
2020-12-01,DJI,27,18,19,5,10,10,31,0
2021-01-01,DJI,24,20,23,8,9,11,34,0
2021-02-01,DJI,21,18,26,7,13,6,36,0
2021-03-01,DJI,24,19,31,7,8,6,35,0
2021-04-01,DJI,26,18,20,0,10,10,33,0
2021-05-01,DJI,31,19,25,9,6,9,35,0
2021-06-01,DJI,34,21,32,9,16,7,37,0
2021-07-01,DJI,37,19,34,10,8,23,43,0
2021-08-01,DJI,41,24,34,0,9,13,61,0
2021-09-01,DJI,36,21,25,7,12,8,54,0
2021-10-01,DJI,39,23,27,6,12,11,54,0
2021-11-01,DJI,38,24,29,0,12,10,51,0
2021-12-01,DJI,34,21,34,6,12,7,51,0
2022-01-01,DJI,36,25,32,12,6,8,100,0
2022-02-01,DJI,33,24,23,8,11,0,69,0
2022-03-01,DJI,35,26,22,11,17,12,60,0
2022-04-01,DJI,39,22,25,7,11,10,56,0
2022-05-01,DJI,35,24,28,10,7,10,64,0
2022-06-01,DJI,45,20,38,13,14,13,70,0
2022-07-01,DJI,51,35,35,14,12,19,85,0
2022-08-01,DJI,50,34,23,22,10,15,79,0
2022-09-01,DJI,47,21,35,8,10,12,65,0
2022-10-01,DJI,41,23,37,11,8,11,74,0
2022-11-01,DJI,31,20,25,9,8,12,61,0
2022-12-01,DJI,32,22,21,9,7,7,50,0
2023-01-01,DJI,40,22,27,6,5,12,54,0
2023-02-01,DJI,35,14,24,8,11,14,48,0
2023-03-01,DJI,38,25,23,6,10,10,54,0
2023-04-01,DJI,39,25,27,0,10,13,53,0
2023-05-01,DJI,36,18,29,9,8,14,94,0
2023-06-01,DJI,47,25,26,13,12,19,80,0
2023-07-01,DJI,45,24,32,11,9,17,88,0
2023-08-01,DJI,50,24,35,10,8,11,81,0
2023-09-01,DJI,45,24,19,9,9,11,64,0
2023-10-01,DJI,33,18,26,7,10,13,63,0
2023-11-01,DJI,36,22,24,7,10,16,69,0
2023-12-01,DJI,40,23,24,12,9,15,60,0
2024-01-01,DJI,35,17,23,6,9,16,60,0
2024-02-01,DJI,41,21,19,8,11,12,54,0
2024-03-01,DJI,35,31,14,10,12,16,57,0
2024-04-01,DJI,31,23,25,9,6,10,50,0
2024-05-01,DJI,40,23,24,11,14,13,61,0
2024-06-01,DJI,30,23,25,16,10,11,62,0
2024-07-01,DJI,42,26,28,17,6,19,70,0
2024-08-01,DJI,49,25,26,9,11,17,53,0
2024-09-01,DJI,40,27,27,12,6,14,67,0
2024-10-01,DJI,28,22,21,10,14,13,54,0
2024-11-01,DJI,32,18,17,6,16,9,47,0
2024-12-01,DJI,41,21,22,10,8,14,43,0
2025-01-01,DJI,36,22,22,5,11,14,48,0
2025-02-01,DJI,25,19,30,0,10,10,41,0
2025-03-01,DJI,45,21,23,10,6,10,50,0
2025-04-01,DJI,38,24,17,10,11,11,54,0
2025-05-01,DJI,35,26,17,7,13,12,56,0
2025-06-01,DJI,44,21,26,9,10,12,65,0
2025-07-01,DJI,57,27,20,13,13,16,75,0
2025-08-01,DJI,51,17,25,12,15,13,60,0
2025-09-01,DJI,41,22,25,9,6,10,49,0
2025-10-01,DJI,34,19,16,11,12,13,45,0
2025-11-01,DJI,40,25,24,14,13,12,47,0
2025-12-01,DJI,37,24,23,15,9,14,40,0
2026-01-01,DJI,36,22,23,10,9,10,39,0
2026-02-01,DJI,38,23,27,17,13,8,23,0
